date,win_team,lose_team
020-12-09,Pepperdine              ,California              
020-12-09,UCLA                    ,San Diego               
020-12-09,Campbell                ,New Orleans             
020-12-09,Citadel                 ,Carver Bib              
020-12-09,Wyoming                 ,Denver                  
020-12-09,Drake                   ,McKendree               
020-12-09,E Michigan              ,Adrian                  
020-12-09,Arizona                 ,CS Bakersfield          
020-12-09,Southern Utah           ,Utah Valley             
020-12-09,Santa Clara             ,Cal Poly                
020-12-09,Boise St                ,BYU                     
020-12-09,Jacksonville            ,Florida National        
020-12-09,VCU                     ,NC A&T                  
020-12-09,UNC Wilmington          ,St Andrew's             
020-12-09,Lipscomb                ,SE Missouri St          
020-12-09,Miami OH                ,W Illinois              
020-12-09,F Dickinson             ,Central Conn            
020-12-09,St Francis NY           ,Bryant                  
020-12-09,N Colorado              ,Colorado Chr            
020-12-09,Oregon                  ,Florida A&M             
020-12-09,Radford                 ,Mars Hill               
020-12-09,Wisconsin               ,Rhode Island            
020-12-09,Arkansas                ,Southern Univ           
020-12-09,Michigan                ,Toledo                  
020-12-09,Baylor                  ,SF Austin               
020-12-09,Youngstown St           ,Point Park              
020-12-09,San Jose St             ,Fresno Pacific          
020-12-09,UAB                     ,Tuskegee                
020-12-09,Tarleton St             ,Arlington Bap           
020-12-10,UTRGV                   ,TAM C. Christi          
020-12-10,East Carolina           ,North Florida           
020-12-10,Troy                    ,North Alabama           
020-12-10,San Francisco           ,Long Beach St           
020-12-10,UC Riverside            ,Northern Arizona        
020-12-10,Campbell                ,Florida National        
020-12-10,Minnesota               ,Missouri KC             
020-12-10,San Diego St            ,Arizona St              
020-12-10,S Dakota St             ,N Dakota St             
020-12-10,North Dakota            ,South Dakota            
020-12-10,Portland                ,Oregon St               
020-12-10,Jacksonville            ,New Orleans             
020-12-10,Mississippi             ,Jackson St              
020-12-10,W Illinois              ,Mt St Joseph            
020-12-10,Buffalo                 ,Mercyhurst              
020-12-10,Morehead St             ,Transylvania            
020-12-10,WKU                     ,Gardner Webb            
020-12-10,Ohio                    ,Purdue Northwest        
020-12-10,Sam Houston St          ,Le Tourneau             
020-12-10,Cal Baptist             ,St Katherine            
020-12-10,Coppin St               ,UNC Greensboro          
020-12-11,Appalachian St          ,Charlotte               
020-12-11,Col Charleston          ,S Carolina St           
020-12-11,Villanova               ,Georgetown              
020-12-11,UCLA                    ,Marquette               
020-12-11,Arkansas St             ,Central Bap             
020-12-11,Kansas                  ,NE Omaha                
020-12-11,Grand Canyon            ,Nevada                  
020-12-11,Creighton               ,Nebraska                
020-12-11,Davidson                ,Ga Southern             
020-12-11,UT Arlington            ,Hardin-Simmons          
020-12-11,Houston Bap             ,Champion Bap            
020-12-11,Iowa                    ,Iowa St                 
020-12-11,Rider                   ,Manhattan               
020-12-11,St Peter's              ,Niagara                 
020-12-11,N Dakota St             ,South Dakota            
020-12-11,S Dakota St             ,North Dakota            
020-12-11,Canisius                ,Marist                  
020-12-11,S Illinois              ,Murray St               
020-12-11,Miami OH                ,Mt St Joseph            
020-12-11,Kansas St               ,WI Milwaukee            
020-12-11,TX Southern             ,Le Tourneau             
020-12-11,Delaware                ,G Washington            
020-12-11,Seton Hall              ,St John's               
020-12-11,Iona                    ,Fairfield               
020-12-11,Massachusetts           ,Northeastern            
020-12-11,N Colorado              ,Regis CO                
020-12-11,St Mary's CA            ,San Jose St             
020-12-11,E Washington            ,Col of Idaho            
020-12-11,West Virginia           ,North Texas             
020-12-11,Hawaii                  ,Hawaii Pacific          
020-12-12,Clemson                 ,Alabama                 
020-12-12,Arkansas                ,Cent Arkansas           
020-12-12,Bryant                  ,Stony Brook             
020-12-12,Dayton                  ,Mississippi St          
020-12-12,Dixie St                ,Denver                  
020-12-12,UAB                     ,ETSU                    
020-12-12,Florida St              ,Florida                 
020-12-12,Georgia                 ,Samford                 
020-12-12,Notre Dame              ,Kentucky                
020-12-12,Louisiana               ,Louisiana Tech          
020-12-12,ULM                     ,SF Austin               
020-12-12,Oklahoma                ,Florida A&M             
020-12-12,Mississippi             ,UNC Wilmington          
020-12-12,Purdue                  ,Indiana St              
020-12-12,Tennessee               ,Cincinnati              
020-12-12,TCU                     ,Texas A&M               
020-12-12,Texas Tech              ,TAM C. Christi          
020-12-12,Toledo                  ,Missouri KC             
020-12-12,UNC Asheville           ,High Point              
020-12-12,Winthrop                ,SC Upstate              
020-12-12,VCU                     ,Old Dominion            
020-12-12,Oregon                  ,Washington              
020-12-12,Oklahoma St             ,Wichita St              
020-12-12,E Illinois              ,W Illinois              
020-12-12,Abilene Chr             ,McMurry                 
