date,win_team,lose_team
11/25/2020,Abilene Chr,ETSU
11/25/2020,Mt St Mary's,Morgan St
11/25/2020,Navy,G Washington
11/25/2020,Xavier,Oakland
11/25/2020,Kennesaw,Carver Bib
11/25/2020,W Carolina,UNC Wilmington
11/25/2020,Houston,Lamar
11/25/2020,Alabama,Jacksonville St
11/25/2020,Arkansas,MS Valley St
11/25/2020,Bradley,Toledo
11/25/2020,Butler,W Michigan
11/25/2020,Georgia St,Georgia Tech
11/25/2020,Indiana,Tennessee Tech
11/25/2020,Drake,Kansas St
11/25/2020,Marquette,Ark Pine Bluff
11/25/2020,Maryland,Old Dominion
11/25/2020,Missouri,Oral Roberts
11/25/2020,North Carolina,Col Charleston
11/25/2020,IL Chicago,N Illinois
11/25/2020,Providence,Fairfield
11/25/2020,Appalachian St,S Carolina St
11/25/2020,TCU,Houston Bap
11/25/2020,Texas,UTRGV
11/25/2020,Texas Tech,Northwestern LA
11/25/2020,UAB,Alcorn St
11/25/2020,USC,Cal Baptist
11/25/2020,Oklahoma St,UT Arlington
11/25/2020,Virginia Tech,Radford
11/25/2020,Weber St,Adams St
11/25/2020,Wisconsin,E Illinois
11/25/2020,Pacific,UC Riverside
11/25/2020,Santa Clara,Idaho St
11/25/2020,Kentucky,Morehead St
11/25/2020,Purdue,Liberty
11/25/2020,Villanova,Boston College
11/25/2020,FL Gulf Coast,Florida A&M
11/25/2020,Clemson,Mississippi St
11/25/2020,Austin Peay,NE Omaha
11/25/2020,Memphis,St Mary's CA
11/25/2020,CS Sacramento,Bethesda
11/25/2020,Elon,NC Wesleyan
11/25/2020,Connecticut,Central Conn
11/25/2020,Davidson,High Point
11/25/2020,South Alabama,FL Atlantic
11/25/2020,Grand Canyon,Grambling
11/25/2020,Missouri KC,Culver-Stockton
11/25/2020,Illinois,NC A&T
11/25/2020,PFW,SE Louisiana
11/25/2020,Iowa,NC Central
11/25/2020,Mercer,North Georgia
11/25/2020,Montana St,UNLV
11/25/2020,Texas St,M Hardin-Baylor
11/25/2020,Washington St,TX Southern
11/25/2020,Wake Forest,Delaware St
11/25/2020,Pepperdine,UC Irvine
11/25/2020,San Diego St,UCLA
11/25/2020,Loy Marymount,Southern Utah
11/25/2020,NC State,Charleston So
11/25/2020,CS Northridge,Westmont
11/25/2020,S Wesleyan,SC Upstate
11/25/2020,Nicholls St,UC Davis
11/25/2020,Furman,Tusculum
11/25/2020,Tarleton St,Dallas Chr
11/25/2020,Citadel,Piedmont
11/25/2020,Colorado,South Dakota
11/25/2020,Michigan St,E Michigan
11/25/2020,Louisville,Evansville
11/25/2020,Quinnipiac,F Dickinson
11/25/2020,Georgetown,UMBC
11/25/2020,Ga Southern,Florida National
11/25/2020,TAM C. Christi,Texas A&M Intl
11/25/2020,Ohio St,Illinois St
11/25/2020,Ark Little Rock,Prairie View
11/25/2020,Miami OH,North Dakota
11/25/2020,Michigan,Bowling Green
11/25/2020,Minnesota,WI Green Bay
11/25/2020,N Kentucky,Ball St
11/25/2020,North Alabama,Oakwood
11/25/2020,WKU,Northern Iowa
11/25/2020,St Francis PA,Pittsburgh
11/25/2020,St John's,St Peter's
11/25/2020,St Louis,SIUE
11/25/2020,SMU,Sam Houston St
11/25/2020,UTEP,Permian Basin
11/25/2020,VMI,St Andrew's
11/25/2020,Nebraska,McNeese St
11/25/2020,South Florida,Florida Col
11/25/2020,James Madison,Limestone
11/25/2020,New Hampshire,Keene St
11/25/2020,Virginia,Towson
11/25/2020,Nevada,N Dakota St
11/25/2020,MA Lowell,San Francisco
11/25/2020,E Kentucky,North Florida
11/25/2020,Fresno St,Wm Jessup
11/25/2020,Wofford,Toccoa Falls
11/25/2020,Ohio,Chicago St
11/25/2020,Jacksonville,Coastal GA
11/25/2020,Arizona St,Rhode Island
11/25/2020,West Virginia,S Dakota St
11/25/2020,BYU,Westminster UT
11/25/2020,VCU,Utah St
11/25/2020,Oregon St,California
11/25/2020,Army,Merchant Marine
11/25/2020,Florida Intl,Flagler
11/25/2020,Rutgers,Sacred Heart
11/25/2020,Chattanooga,Lander
11/25/2020,Seattle,Portland
11/26/2020,Xavier,Bradley
11/26/2020,Toledo,Oakland
11/26/2020,St John's,La Salle
11/26/2020,Auburn,St Joseph's PA
11/26/2020,Belmont,Howard
11/26/2020,Gonzaga,Kansas
11/26/2020,BYU,New Orleans
11/26/2020,Ohio,NC A&T
11/26/2020,NC Central,Southern Univ
11/26/2020,LSU,SIUE
11/26/2020,North Texas,MS Valley St
11/26/2020,NE Omaha,MTSU
11/26/2020,Illinois,Chicago St
11/26/2020,Nevada,Nebraska
11/26/2020,Austin Peay,ETSU
11/26/2020,San Francisco,Towson
11/26/2020,WKU,Memphis
11/26/2020,George Mason,Queens NC
11/26/2020,St Mary's CA,Northern Iowa
11/26/2020,Liberty,Mississippi St
11/26/2020,Boston College,Rhode Island
11/26/2020,Clemson,Purdue
11/26/2020,Villanova,Arizona St
11/26/2020,West Virginia,VCU
11/26/2020,S Dakota St,Utah St
11/26/2020,Utah Valley,Adams St
11/26/2020,California,Northwest WA
11/27/2020,Xavier,Toledo
11/27/2020,Troy,W Carolina
11/27/2020,Belmont,George Mason
11/27/2020,UNC Wilmington,UNC Asheville
11/27/2020,Mercer,Georgia Tech
11/27/2020,Jacksonville St,FL Atlantic
11/27/2020,Norfolk St,James Madison
11/27/2020,Louisiana Tech,UT Arlington
11/27/2020,Louisville,Seton Hall
11/27/2020,Marquette,E Illinois
11/27/2020,Bradley,Oakland
11/27/2020,Texas Tech,Sam Houston St
11/27/2020,Nicholls St,Idaho St
11/27/2020,Colorado,Kansas St
11/27/2020,Richmond,Morehead St
11/27/2020,Gonzaga,Auburn
11/27/2020,Kansas,St Joseph's PA
11/27/2020,Connecticut,Hartford
11/27/2020,Georgia St,Toccoa Falls
11/27/2020,Iowa,Southern Univ
11/27/2020,South Alabama,Mobile
11/27/2020,Tulane,Lamar
11/27/2020,Wake Forest,Longwood
11/27/2020,San Diego St,UC Irvine
11/27/2020,UCLA,Pepperdine
11/27/2020,E Kentucky,Charleston So
11/27/2020,Appalachian St,Carver Bib
11/27/2020,Santa Clara,UC Davis
11/27/2020,Seattle,Wm Jessup
11/27/2020,Drake,South Dakota
11/27/2020,Prairie View,Evansville
11/27/2020,Florida Intl,Flagler
11/27/2020,Arizona,Grambling
11/27/2020,Wisconsin,Ark Pine Bluff
11/27/2020,Rice,Incarnate Word
11/27/2020,Houston,Boise St
11/27/2020,Illinois,Ohio
11/27/2020,St Peter's,La Salle
11/27/2020,Maryland,Navy
11/27/2020,Vanderbilt,Valparaiso
11/27/2020,Cal Poly,Bethesda
11/27/2020,Oregon St,Northwest WA
11/27/2020,Syracuse,Bryant
11/27/2020,UT San Antonio,Permian Basin
11/27/2020,Rutgers,F Dickinson
11/27/2020,ETSU,MTSU
11/27/2020,San Francisco,Virginia
11/27/2020,Abilene Chr,Austin Peay
11/27/2020,East Carolina,Charlotte
11/27/2020,NC A&T,Chicago St
11/27/2020,NC State,North Florida
11/27/2020,UNC Greensboro,Ark Little Rock
11/27/2020,Buffalo,Towson
11/27/2020,Queens NC,Howard
11/27/2020,West Virginia,WKU
11/27/2020,Army,Central Conn
11/27/2020,Utah St,Northern Iowa
11/27/2020,Missouri KC,Greenville
11/27/2020,St Mary's CA,S Dakota St
11/27/2020,VCU,Memphis
11/27/2020,Marshall,Arkansas St
11/28/2020,Col Charleston,Limestone
11/28/2020,UNC Wilmington,Troy
11/28/2020,George Mason,Howard
11/28/2020,W Carolina,UNC Asheville
11/28/2020,Arkansas,North Texas
11/28/2020,BYU,Utah Valley
11/28/2020,Duke,Coppin St
11/28/2020,Kennesaw,Toccoa Falls
11/28/2020,Michigan St,Notre Dame
11/28/2020,Navy,Mt St Mary's
11/28/2020,Old Dominion,William & Mary
11/28/2020,Norfolk St,Radford
11/28/2020,Rhode Island,South Florida
11/28/2020,Texas St,TAM C. Christi
11/28/2020,UAB,SE Louisiana
11/28/2020,UC Davis,Idaho St
11/28/2020,UTRGV,UT San Antonio
11/28/2020,Wofford,Carver Bib
11/28/2020,TCU,Tulsa
11/28/2020,Elon,High Point
11/28/2020,Coastal Car,NC Wesleyan
11/28/2020,UT Arlington,Northwestern LA
11/28/2020,Furman,SC Upstate
11/28/2020,Air Force,CS Northridge
11/28/2020,Denver,Regis CO
11/28/2020,Pittsburgh,Drexel
11/28/2020,Washington St,E Washington
11/28/2020,FL Atlantic,Mobile
11/28/2020,Ga Southern,Coastal GA
11/28/2020,Lipscomb,Lamar
11/28/2020,Oral Roberts,Rogers St
11/28/2020,Liberty,South Carolina
11/28/2020,UMBC,St Francis PA
11/28/2020,Wyoming,MS Valley St
11/28/2020,Santa Clara,Nicholls St
11/28/2020,Oklahoma St,TX Southern
11/28/2020,Penn St,VMI
11/28/2020,Rice,Our Lady Lake
11/28/2020,Southern Utah,St Katherine
11/28/2020,Illinois St,MA Lowell
11/28/2020,Minnesota,Loy Marymount
11/28/2020,Nebraska,N Dakota St
11/28/2020,Bowling Green,S Carolina St
11/28/2020,St Louis,LSU
11/28/2020,Army,Buffalo
11/28/2020,Abilene Chr,NE Omaha
11/28/2020,Belmont,Queens NC
11/28/2020,Jacksonville,Southern Miss
11/28/2020,SIUE,St Louis Pharm
11/28/2020,Portland,Wm Jessup
11/28/2020,USC,Montana
11/28/2020,IL Chicago,C Michigan
11/28/2020,Baylor,Louisiana
11/28/2020,Grand Canyon,Benedictine AZ
11/28/2020,Virginia Tech,Villanova
11/28/2020,SE Missouri St,Missouri KC
11/28/2020,UC Irvine,Bethesda
11/29/2020,Richmond,Kentucky
11/29/2020,Iowa St,Ark Pine Bluff
11/29/2020,James Madison,Radford
11/29/2020,Louisiana Tech,Northwestern LA
11/29/2020,Louisville,Prairie View
11/29/2020,Maryland,Mt St Mary's
11/29/2020,Jacksonville St,South Alabama
11/29/2020,Virginia Tech,South Florida
11/29/2020,Houston,Texas Tech
11/29/2020,Miami FL,North Florida
11/29/2020,Boise St,Sam Houston St
11/29/2020,Seattle,Air Force
11/29/2020,UC Santa Barbara,St Katherine
11/29/2020,Incarnate Word,Our Lady Lake
11/29/2020,Rutgers,Hofstra
11/29/2020,Tulane,Lipscomb
11/29/2020,Ohio St,MA Lowell
11/29/2020,Michigan,Oakland
11/29/2020,Texas A&M,New Orleans
11/29/2020,Georgia,Florida A&M
11/29/2020,Rhode Island,San Francisco
11/29/2020,Alabama A&M,Samford
11/29/2020,Portland,Northwest WA
11/29/2020,Arizona St,Houston Bap
11/29/2020,Creighton,N Dakota St
11/29/2020,Baylor,Washington
11/29/2020,Morehead St,Arkansas St
11/29/2020,Murray St,Greenville
11/29/2020,New Mexico St,Arizona Chr
11/29/2020,South Carolina,Tulsa
11/29/2020,TCU,Liberty
11/30/2020,Texas,Davidson
11/30/2020,Indiana,Providence
11/30/2020,Bowling Green,Appalachian St
11/30/2020,St John's,Boston College
11/30/2020,Jacksonville St,Mobile
11/30/2020,Mercer,Georgia St
11/30/2020,Mississippi St,Texas St
11/30/2020,Chattanooga,Tennessee Tech
11/30/2020,Xavier,E Kentucky
11/30/2020,North Carolina,UNLV
11/30/2020,Kansas St,Missouri KC
11/30/2020,Stanford,Alabama
11/30/2020,Nevada,Pacific
11/30/2020,CS Northridge,Seattle
11/30/2020,California,Nicholls St
11/30/2020,Ark Little Rock,Duquesne
11/30/2020,SMU,TAM C. Christi
11/30/2020,TX Southern,Wyoming
11/30/2020,W Carolina,Piedmont
11/30/2020,UCF,Auburn
11/30/2020,Minnesota,Loy Marymount
11/30/2020,LSU,SE Louisiana
11/30/2020,Campbell,St Andrew's
11/30/2020,Seton Hall,Iona
11/30/2020,Hofstra,F Dickinson
11/30/2020,Emmanuel GA,Stetson
12/1/2020,Kansas,Kentucky
12/1/2020,Louisville,WKU
12/1/2020,Oklahoma St,Marquette
12/1/2020,Michigan St,Duke
12/1/2020,Toledo,Cleveland St
12/1/2020,Morgan St,Lincoln PA
12/1/2020,Bradley,Judson IL
12/1/2020,Creighton,NE Omaha
12/1/2020,USC,BYU
12/1/2020,Abilene Chr,Howard Payne
12/1/2020,Grand Canyon,MS Valley St
12/1/2020,NC A&T,Charleston So
12/1/2020,Virginia,St Francis PA
12/1/2020,Florida Intl,C Michigan
12/1/2020,Hampton,G Washington
12/1/2020,Navy,Georgetown
12/1/2020,Purdue,Oakland
12/1/2020,Nebraska,South Dakota
12/1/2020,Wisconsin,WI Green Bay
12/1/2020,St Mary's CA,Nicholls St
12/1/2020,IL Chicago,Valparaiso
12/1/2020,Villanova,Hartford
12/1/2020,VMI,Longwood
12/1/2020,Texas,Indiana
12/1/2020,North Carolina,Stanford
12/1/2020,UC Riverside,Washington
12/1/2020,Bryant,New Hampshire
12/1/2020,East Carolina,NC Wesleyan
12/1/2020,St Peter's,Stony Brook
12/1/2020,Providence,Davidson
12/1/2020,Dayton,E Illinois
12/1/2020,SF Austin,Le Tourneau
12/1/2020,Alabama,UNLV
12/1/2020,Winthrop,UNC Greensboro
12/1/2020,New Mexico St,Benedictine AZ
12/1/2020,Samford,Covenant
12/1/2020,South Alabama,Emmanuel GA
12/2/2020,Arkansas,UT Arlington
12/2/2020,S Dakota St,Iowa St
12/2/2020,Memphis,Arkansas St
12/2/2020,MTSU,Murray St
12/2/2020,Old Dominion,Norfolk St
12/2/2020,SIUE,N Illinois
12/2/2020,Ohio St,Morehead St
12/2/2020,Rhode Island,Seton Hall
12/2/2020,S Illinois,SE Missouri St
12/2/2020,Texas A&M,Tarleton St
12/2/2020,UAB,Kennesaw
12/2/2020,UTRGV,TAM C. Christi
12/2/2020,Washington St,Oregon St
12/2/2020,Wichita St,Oral Roberts
12/2/2020,Xavier,Tennessee Tech
12/2/2020,Pacific,Montana St
12/2/2020,E Kentucky,SC Upstate
12/2/2020,Clemson,S Carolina St
12/2/2020,TN Martin,Evansville
12/2/2020,Florida St,North Florida
12/2/2020,Southern Miss,Wm Carey
12/2/2020,Furman,S Wesleyan
12/2/2020,Cincinnati,Lipscomb
12/2/2020,Duquesne,UNC Greensboro
12/2/2020,Hartford,Fairfield
12/2/2020,Northwestern,Ark Pine Bluff
12/2/2020,SMU,Houston Bap
12/2/2020,Utah Valley,Westminster UT
12/2/2020,Baylor,Illinois
12/2/2020,Michigan,Ball St
12/2/2020,Wyoming,Incarnate Word
12/2/2020,San Francisco,Nevada
12/2/2020,Penn St,VCU
12/2/2020,Drexel,Quinnipiac
12/2/2020,Jacksonville,Presbyterian
12/2/2020,Gonzaga,West Virginia
12/2/2020,McNeese St,Dallas Chr
12/2/2020,Louisiana,New Orleans
12/2/2020,Dixie St,North Dakota
12/2/2020,SE Louisiana,Cal Baptist
12/2/2020,San Diego St,St Katherine
12/2/2020,Santa Clara,CS Bakersfield
12/2/2020,Florida,Army
12/2/2020,South Florida,FL Gulf Coast
12/2/2020,BYU,St John's
12/2/2020,Illinois St,Greenville
12/2/2020,Missouri,Oregon
12/2/2020,Indiana,Stanford
12/2/2020,Texas,North Carolina
12/2/2020,Alabama,Providence
12/2/2020,UC Irvine,La Sierra
12/2/2020,Davidson,UNLV
12/2/2020,Georgia,North Georgia
12/2/2020,Flagler,C Michigan
12/2/2020,Kent,Point Park
12/3/2020,Arizona St,California
12/3/2020,Louisiana Tech,ULM
12/3/2020,N Kentucky,Tennessee Tech
12/3/2020,UCLA,Seattle
12/3/2020,Utah,Washington
12/3/2020,E Illinois,Chicago St
12/3/2020,TCU,Northwestern LA
12/3/2020,Citadel,NC A&T
12/3/2020,Grambling,E Texas Bap
12/3/2020,Iowa,W Illinois
12/3/2020,Liberty,St Francis PA
12/3/2020,Southern Utah,Montana
12/3/2020,CS Sacramento,Idaho
12/3/2020,Drake,NE Omaha
12/3/2020,FL Atlantic,Florida National
12/3/2020,Kansas,Washburn
12/3/2020,Rice,Le Tourneau
12/3/2020,Virginia Tech,VMI
12/3/2020,Syracuse,Niagara
12/3/2020,St Mary's CA,TX Southern
12/3/2020,Coastal Car,Columbia Intl
12/3/2020,Connecticut,USC
12/3/2020,Florida,Boston College
12/3/2020,NC State,MA Lowell
12/3/2020,Bowling Green,Purdue Northwest
12/3/2020,Oklahoma,UT San Antonio
12/3/2020,Pepperdine,St Katherine
12/3/2020,Drexel,Quinnipiac
12/3/2020,Winthrop,Ark Little Rock
12/3/2020,Marshall,Wright St
12/3/2020,W Carolina,Newberry
12/3/2020,UC Santa Barbara,Bethesda
12/4/2020,Creighton,Kennesaw
12/4/2020,Duke,Bellarmine
12/4/2020,Toledo,E Michigan
12/4/2020,Marquette,Wisconsin
12/4/2020,Mississippi St,North Texas
12/4/2020,Purdue,Valparaiso
12/4/2020,Tulsa,UT Arlington
12/4/2020,Cal Baptist,SE Louisiana
12/4/2020,UTRGV,Our Lady Lake
12/4/2020,Arkansas St,Crowley's Ridge
12/4/2020,Auburn,South Alabama
12/4/2020,Loy Marymount,Long Beach St
12/4/2020,Sam Houston St,Dallas Chr
12/4/2020,Michigan St,Detroit
12/4/2020,Georgia,Jacksonville
12/4/2020,Miami FL,Stetson
12/4/2020,Georgia St,Charlotte
12/4/2020,Florida Intl,Jacksonville St
12/4/2020,UT San Antonio,Sul Ross
12/4/2020,Minnesota,North Dakota
12/4/2020,Stony Brook,Fairfield
12/4/2020,Memphis,Cent Arkansas
12/4/2020,Northern Iowa,St Ambrose
12/4/2020,Oregon,Seton Hall
12/4/2020,Hartford,Central Conn
12/4/2020,Austin Peay,Carver Bib
12/4/2020,SF Austin,McNeese St
12/4/2020,S Dakota St,Bradley
12/4/2020,UC Davis,Wm Jessup
12/4/2020,Texas Tech,Troy
12/4/2020,Maryland,St Peter's
12/4/2020,Virginia,Kent
12/4/2020,San Francisco,Cal Poly
12/4/2020,Boise St,Col of Idaho
12/5/2020,CS Sacramento,Idaho
12/5/2020,Southern Utah,Montana
12/5/2020,Texas St,Incarnate Word
12/5/2020,UNC Asheville,S Carolina St
12/5/2020,Air Force,Lamar
12/5/2020,Arkansas,Lipscomb
12/5/2020,Samford,Belmont
12/5/2020,East Carolina,Radford
12/5/2020,Kansas,N Dakota St
12/5/2020,UNLV,Kansas St
12/5/2020,Northwestern,Chicago St
12/5/2020,Oklahoma St,Oakland
12/5/2020,Providence,F Dickinson
12/5/2020,E Illinois,WI Green Bay
12/5/2020,NE Omaha,SIUE
12/5/2020,SMU,Dayton
12/5/2020,High Point,North Florida
12/5/2020,Abilene Chr,Tarleton St
12/5/2020,Dixie St,St Katherine
12/5/2020,Wright St,Miami OH
12/5/2020,Liberty,Bluefield VA
12/5/2020,VCU,Mt St Mary's
12/5/2020,Citadel,Toccoa Falls
12/5/2020,Iona,Hofstra
12/5/2020,Rice,Houston Bap
12/5/2020,Houston,South Carolina
12/5/2020,Ball St,IL Chicago
12/5/2020,Marist,Binghamton
12/5/2020,BYU,Utah St
12/5/2020,St Louis,Ark Pine Bluff
12/5/2020,FL Gulf Coast,Florida National
12/5/2020,Syracuse,Rider
12/5/2020,Portland,Portland St
12/5/2020,Pittsburgh,N Illinois
12/5/2020,UTEP,Sul Ross
12/5/2020,Arizona,E Washington
12/5/2020,Ga Southern,SC Upstate
12/5/2020,G Washington,Coppin St
12/5/2020,Chattanooga,N Kentucky
12/5/2020,Mercer,Columbia Intl
12/5/2020,Furman,Col Charleston
12/5/2020,Robert Morris,Point Park
12/5/2020,Murray St,Illinois St
12/5/2020,Delaware,Salem WV
12/5/2020,Loyola-Chicago,Lewis
12/5/2020,Louisiana,LSU Shreveport
12/5/2020,Bryant,RI College
12/6/2020,Villanova,Texas
12/6/2020,Ark Little Rock,Cent Arkansas
12/6/2020,Bowling Green,Buffalo
12/6/2020,Xavier,Cincinnati
12/6/2020,Drexel,Coppin St
12/6/2020,West Virginia,Georgetown
12/6/2020,Georgia Tech,Kentucky
12/6/2020,Long Beach St,Seattle
12/6/2020,LSU,Louisiana Tech
12/6/2020,Oklahoma,TCU
12/6/2020,Texas A&M,UTRGV
12/6/2020,Texas Tech,Grambling
12/6/2020,UAB,Troy
12/6/2020,UCLA,California
12/6/2020,W Carolina,Tennessee Tech
12/6/2020,Missouri,Wichita St
12/6/2020,Florida,Stetson
12/6/2020,North Alabama,Carver Bib
12/6/2020,Seton Hall,Penn St
12/6/2020,UC Riverside,Denver
12/6/2020,Michigan,UCF
12/6/2020,Bellarmine,Howard
12/6/2020,Michigan St,W Michigan
12/6/2020,Drake,St Ambrose
12/6/2020,Valparaiso,Judson IL
12/6/2020,Ohio,Cleveland St
12/6/2020,ULM,Northwestern LA
12/6/2020,Wyoming,Oregon St
12/6/2020,Appalachian St,NC Wesleyan
12/6/2020,Marist,Binghamton
12/6/2020,C Michigan,W Illinois
12/6/2020,Quinnipiac,New Hampshire
12/6/2020,St John's,Stony Brook
12/6/2020,San Diego St,Pepperdine
12/6/2020,Sam Houston St,Howard Payne
12/6/2020,S Illinois,Quincy
12/6/2020,Army,La Salle
12/6/2020,WKU,MS Valley St
12/6/2020,Notre Dame,Detroit
12/6/2020,Mercer,S Wesleyan
12/6/2020,Greensboro,Longwood
12/6/2020,SF Austin,LSU-Alexandria
12/6/2020,Stanford,NC A&T
12/7/2020,E Kentucky,Morehead St
12/7/2020,SE Missouri St,Lipscomb
12/7/2020,East Carolina,UNC Wilmington
12/7/2020,Norfolk St,Hampton
12/7/2020,FL Atlantic,North Florida
12/7/2020,Citadel,Columbia Intl
12/7/2020,Coastal Car,NC Central
12/7/2020,Charlotte,S Carolina St
12/7/2020,Hartford,Fairfield
12/7/2020,CS Bakersfield,Bethesda
12/7/2020,Arizona,Northern Arizona
12/7/2020,Chattanooga,MTSU
12/7/2020,UC Santa Barbara,Loy Marymount
12/7/2020,W Michigan,Adrian
12/7/2020,Bradley,Lewis
12/7/2020,UMBC,G Washington
12/7/2020,Richmond,Wofford
12/7/2020,Oregon,E Washington
12/7/2020,Nevada,Wm Jessup
12/8/2020,Illinois,Duke
12/8/2020,Georgetown,Coppin St
12/8/2020,Iowa,North Carolina
12/8/2020,Kansas,Creighton
12/8/2020,Marquette,WI Green Bay
12/8/2020,Miami FL,Purdue
12/8/2020,Minnesota,Boston College
12/8/2020,Mississippi St,Jackson St
12/8/2020,Murray St,Austin Peay
12/8/2020,Ohio St,Notre Dame
12/8/2020,Rutgers,Syracuse
12/8/2020,St Mary's CA,UTEP
12/8/2020,Penn St,Virginia Tech
12/8/2020,Utah,Idaho St
12/8/2020,Mt St Mary's,St Francis PA
12/8/2020,Oklahoma St,Oral Roberts
12/8/2020,Seton Hall,Wagner
12/8/2020,South Alabama,Wm Carey
12/8/2020,Louisiana,LSU-Alexandria
12/8/2020,South Florida,Stetson
12/8/2020,St Louis,Cent Arkansas
12/8/2020,Campbell,Jacksonville
12/8/2020,Central Conn,F Dickinson
12/8/2020,Georgia,Montana
12/8/2020,Memphis,MS Valley St
12/8/2020,Bryant,St Francis NY
12/8/2020,Longwood,NC A&T
12/8/2020,New Orleans,Florida National
12/8/2020,Belmont,Tennessee St
12/8/2020,USC,UC Irvine
12/8/2020,Portland St,Northwest WA
12/8/2020,Indiana St,Truman St
12/8/2020,St John's,Rider
12/8/2020,Kent,Detroit
12/8/2020,Morgan St,Iona
12/8/2020,Ball St,N Illinois
12/8/2020,Tennessee,Colorado
12/8/2020,Dayton,N Kentucky
12/8/2020,VMI,Greensboro
12/8/2020,Fort Hays St,Kansas St
12/8/2020,Charleston So,Carver Bib
12/8/2020,Weber St,Westminster UT
12/8/2020,UMBC,Delaware
12/8/2020,La Salle,Lincoln PA
12/8/2020,Utah St,Col of Idaho
12/9/2020,Chattanooga,Bellarmine
12/9/2020,Marshall,Col Charleston
12/9/2020,Clemson,Maryland
12/9/2020,Evansville,E Illinois
12/9/2020,Florida St,Indiana
12/9/2020,Hofstra,Stony Brook
12/9/2020,Lamar,ULM
12/9/2020,Louisiana Tech,SE Louisiana
12/9/2020,Loyola-Chicago,Chicago St
12/9/2020,Missouri,Liberty
12/9/2020,Georgia Tech,Nebraska
12/9/2020,Pittsburgh,Northwestern
12/9/2020,Texas Tech,Abilene Chr
12/9/2020,Valparaiso,SIUE
12/9/2020,Washington,Seattle
12/9/2020,Xavier,Oklahoma
12/9/2020,Providence,TCU
12/9/2020,Ark Pine Bluff,Arkansas St
12/9/2020,Cincinnati,Furman
12/9/2020,Washington St,Idaho
12/9/2020,Tulane,Southern Miss
12/9/2020,Texas,Texas St
12/9/2020,Morehead St,Transylvania
12/9/2020,Richmond,Northern Iowa
12/9/2020,Pepperdine,California
12/9/2020,UCLA,San Diego
12/9/2020,Campbell,New Orleans
12/9/2020,Citadel,Carver Bib
12/9/2020,Wyoming,Denver
12/9/2020,Drake,McKendree
12/9/2020,E Michigan,Adrian
12/9/2020,Arizona,CS Bakersfield
12/9/2020,Southern Utah,Utah Valley
12/9/2020,Santa Clara,Cal Poly
12/9/2020,Boise St,BYU
12/9/2020,Jacksonville,Florida National
12/9/2020,VCU,NC A&T
12/9/2020,UNC Wilmington,St Andrew's
12/9/2020,Lipscomb,SE Missouri St
12/9/2020,Miami OH,W Illinois
12/9/2020,F Dickinson,Central Conn
12/9/2020,St Francis NY,Bryant
12/9/2020,N Colorado,Colorado Chr
12/9/2020,Oregon,Florida A&M
12/9/2020,Radford,Mars Hill
12/9/2020,Wisconsin,Rhode Island
12/9/2020,Arkansas,Southern Univ
12/9/2020,Michigan,Toledo
12/9/2020,Baylor,SF Austin
12/9/2020,Youngstown St,Point Park
12/9/2020,San Jose St,Fresno Pacific
12/9/2020,UAB,Tuskegee
12/9/2020,Tarleton St,Arlington Bap
12/10/2020,UTRGV,TAM C. Christi
12/10/2020,East Carolina,North Florida
12/10/2020,Troy,North Alabama
12/10/2020,San Francisco,Long Beach St
12/10/2020,UC Riverside,Northern Arizona
12/10/2020,Campbell,Florida National
12/10/2020,Minnesota,Missouri KC
12/10/2020,San Diego St,Arizona St
12/10/2020,S Dakota St,N Dakota St
12/10/2020,North Dakota,South Dakota
12/10/2020,Portland,Oregon St
12/10/2020,Jacksonville,New Orleans
12/10/2020,Mississippi,Jackson St
12/10/2020,W Illinois,Mt St Joseph
12/10/2020,Buffalo,Mercyhurst
12/10/2020,Morehead St,Transylvania
12/10/2020,WKU,Gardner Webb
12/10/2020,Ohio,Purdue Northwest
12/10/2020,Sam Houston St,Le Tourneau
12/10/2020,Cal Baptist,St Katherine
12/10/2020,Coppin St,UNC Greensboro
12/11/2020,Appalachian St,Charlotte
12/11/2020,Col Charleston,S Carolina St
12/11/2020,Villanova,Georgetown
12/11/2020,UCLA,Marquette
12/11/2020,Arkansas St,Central Bap
12/11/2020,Kansas,NE Omaha
12/11/2020,Grand Canyon,Nevada
12/11/2020,Creighton,Nebraska
12/11/2020,Davidson,Ga Southern
12/11/2020,UT Arlington,Hardin-Simmons
12/11/2020,Houston Bap,Champion Bap
12/11/2020,Iowa,Iowa St
12/11/2020,Rider,Manhattan
12/11/2020,St Peter's,Niagara
12/11/2020,N Dakota St,South Dakota
12/11/2020,S Dakota St,North Dakota
12/11/2020,Canisius,Marist
12/11/2020,S Illinois,Murray St
12/11/2020,Miami OH,Mt St Joseph
12/11/2020,Kansas St,WI Milwaukee
12/11/2020,TX Southern,Le Tourneau
12/11/2020,Delaware,G Washington
12/11/2020,Seton Hall,St John's
12/11/2020,Iona,Fairfield
12/11/2020,Massachusetts,Northeastern
12/11/2020,N Colorado,Regis CO
12/11/2020,St Mary's CA,San Jose St
12/11/2020,E Washington,Col of Idaho
12/11/2020,West Virginia,North Texas
12/11/2020,Hawaii,Hawaii Pacific
12/12/2020,Clemson,Alabama
12/12/2020,Arkansas,Cent Arkansas
12/12/2020,Bryant,Stony Brook
12/12/2020,Dayton,Mississippi St
12/12/2020,Dixie St,Denver
12/12/2020,UAB,ETSU
